Limb,Time,Value
LEFT_ARM,1624931751392000000,1.8376418E7
LEFT_ARM,1624931751425332969,1.837697E7
LEFT_ARM,1624931751458665937,1.8381952E7
LEFT_ARM,1624931751491998906,1.839231E7
LEFT_ARM,1624931751525331875,1.8398326E7
LEFT_ARM,1624931751558664844,1.8409048E7
LEFT_ARM,1624931751591997812,1.8406826E7
LEFT_ARM,1624931751625330781,1.8384326E7
LEFT_ARM,1624931751658663750,1.835281E7
LEFT_ARM,1624931751691996719,1.8324666E7
LEFT_ARM,1624931751725329687,1.8309918E7
LEFT_ARM,1624931751758662656,1.8287742E7
LEFT_ARM,1624931751791995625,1.8268846E7
LEFT_ARM,1624931751825328594,1.8252056E7
LEFT_ARM,1624931751858661562,1.8250202E7
LEFT_ARM,1624931751891994531,1.8244488E7
LEFT_ARM,1624931751925327500,1.824353E7
LEFT_ARM,1624931751958660469,1.8233296E7
LEFT_ARM,1624931751991993437,1.8234786E7
LEFT_ARM,1624931752025326406,1.8233746E7
LEFT_ARM,1624931752058659375,1.8231742E7
LEFT_ARM,1624931752091992344,1.82338E7
LEFT_ARM,1624931752125325312,1.8236462E7
LEFT_ARM,1624931752158658281,1.8240382E7
LEFT_ARM,1624931752191991250,1.8247008E7
LEFT_ARM,1624931752225324219,1.8253898E7
LEFT_ARM,1624931752258657187,1.8257106E7
LEFT_ARM,1624931752291990156,1.826121E7
LEFT_ARM,1624931752325323125,1.8265174E7
LEFT_ARM,1624931752358656094,1.8268224E7
LEFT_ARM,1624931752391989062,1.8278348E7
LEFT_ARM,1624931752425322031,1.8280422E7
LEFT_ARM,1624931752458655000,1.8291346E7
LEFT_ARM,1624931752491987969,1.829957E7
LEFT_ARM,1624931752525320937,1.831283E7
LEFT_ARM,1624931752558653906,1.831828E7
LEFT_ARM,1624931752591986875,1.8328682E7
LEFT_ARM,1624931752625319844,1.833197E7
LEFT_ARM,1624931752658652812,1.8315474E7
LEFT_ARM,1624931752691985781,1.8288946E7
LEFT_ARM,1624931752725318750,1.8261256E7
LEFT_ARM,1624931752758651719,1.8236374E7
LEFT_ARM,1624931752791984687,1.821523E7
LEFT_ARM,1624931752825317656,1.8194448E7
LEFT_ARM,1624931752858650625,1.818235E7
LEFT_ARM,1624931752891983594,1.8172786E7
LEFT_ARM,1624931752925316562,1.8171688E7
LEFT_ARM,1624931752958649531,1.8165762E7
LEFT_ARM,1624931752991982500,1.8168306E7
LEFT_ARM,1624931753025315469,1.8163838E7
LEFT_ARM,1624931753058648437,1.8165104E7
LEFT_ARM,1624931753091981406,1.8175064E7
LEFT_ARM,1624931753125314375,1.8176458E7
LEFT_ARM,1624931753158647344,1.8184264E7
LEFT_ARM,1624931753191980312,1.8194978E7
LEFT_ARM,1624931753225313281,1.8202454E7
LEFT_ARM,1624931753258646250,1.821619E7
LEFT_ARM,1624931753291979219,1.8232838E7
LEFT_ARM,1624931753325312187,1.8243682E7
LEFT_ARM,1624931753358645156,1.8257758E7
LEFT_ARM,1624931753391978125,1.8279106E7
LEFT_ARM,1624931753425311094,1.8305712E7
LEFT_ARM,1624931753458644062,1.8328664E7
LEFT_ARM,1624931753491977031,1.8352746E7
LEFT_ARM,1624931753525310000,1.837217E7
LEFT_ARM,1624931753558642969,1.8398592E7
LEFT_ARM,1624931753591975937,1.8425706E7
LEFT_ARM,1624931753625308906,1.8453418E7
LEFT_ARM,1624931753658641875,1.847368E7
LEFT_ARM,1624931753691974844,1.8489726E7
LEFT_ARM,1624931753725307812,1.8482926E7
LEFT_ARM,1624931753758640781,1.8472472E7
LEFT_ARM,1624931753791973750,1.8463562E7
LEFT_ARM,1624931753825306719,1.8457886E7
LEFT_ARM,1624931753858639687,1.844934E7
LEFT_ARM,1624931753891972656,1.843973E7
LEFT_ARM,1624931753925305625,1.8438752E7
LEFT_ARM,1624931753958638594,1.8444198E7
LEFT_ARM,1624931753991971562,1.8445528E7
LEFT_ARM,1624931754025304531,1.844448E7
LEFT_ARM,1624931754058637500,1.8448466E7
LEFT_ARM,1624931754091970469,1.8450878E7
LEFT_ARM,1624931754125303437,1.8456556E7
LEFT_ARM,1624931754158636406,1.8466954E7
LEFT_ARM,1624931754191969375,1.8480752E7
LEFT_ARM,1624931754225302344,1.8486018E7
LEFT_ARM,1624931754258635312,1.8491214E7
LEFT_ARM,1624931754291968281,1.8501374E7
LEFT_ARM,1624931754325301250,1.8514568E7
LEFT_ARM,1624931754358634219,1.8527794E7
LEFT_ARM,1624931754391967187,1.8543566E7
LEFT_ARM,1624931754425300156,1.8555706E7
LEFT_ARM,1624931754458633125,1.8578378E7
LEFT_ARM,1624931754491966094,1.8590542E7
LEFT_ARM,1624931754525299062,1.8605656E7
LEFT_ARM,1624931754558632031,1.8620296E7
LEFT_ARM,1624931754591965000,1.8637542E7
LEFT_ARM,1624931754625297969,1.8648532E7
LEFT_ARM,1624931754658630937,1.8659546E7
LEFT_ARM,1624931754691963906,1.867685E7
LEFT_ARM,1624931754725296875,1.8677566E7
LEFT_ARM,1624931754758629844,1.866827E7
LEFT_ARM,1624931754791962812,1.8651274E7
LEFT_ARM,1624931754825295781,1.863955E7
LEFT_ARM,1624931754858628750,1.862514E7
LEFT_ARM,1624931754891961719,1.8614822E7
LEFT_ARM,1624931754925294687,1.860151E7
LEFT_ARM,1624931754958627656,1.8590946E7
LEFT_ARM,1624931754991960625,1.8588098E7
LEFT_ARM,1624931755025293594,1.8592048E7
LEFT_ARM,1624931755058626562,1.859284E7
LEFT_ARM,1624931755091959531,1.8587728E7
LEFT_ARM,1624931755125292500,1.8586752E7
LEFT_ARM,1624931755158625469,1.8586198E7
LEFT_ARM,1624931755191958437,1.8585602E7
LEFT_ARM,1624931755225291406,1.8584966E7
LEFT_ARM,1624931755258624375,1.8589702E7
LEFT_ARM,1624931755291957344,1.859E7
LEFT_ARM,1624931755325290312,1.8591034E7
LEFT_ARM,1624931755358623281,1.8597322E7
LEFT_ARM,1624931755391956250,1.8599202E7
LEFT_ARM,1624931755425289219,1.8609482E7
LEFT_ARM,1624931755458622187,1.8617622E7
LEFT_ARM,1624931755491955156,1.8626386E7
LEFT_ARM,1624931755525288125,1.8632142E7
LEFT_ARM,1624931755558621094,1.8638218E7
LEFT_ARM,1624931755591954062,1.8642698E7
LEFT_ARM,1624931755625287031,1.8644114E7
LEFT_ARM,1624931755658620000,1.8650764E7
LEFT_ARM,1624931755691952969,1.8647678E7
LEFT_ARM,1624931755725285937,1.8650962E7
LEFT_ARM,1624931755758618906,1.8654972E7
LEFT_ARM,1624931755791951875,1.8649114E7
LEFT_ARM,1624931755825284844,1.863419E7
LEFT_ARM,1624931755858617812,1.8613896E7
LEFT_ARM,1624931755891950781,1.8578746E7
LEFT_ARM,1624931755925283750,1.8537242E7
LEFT_ARM,1624931755958616719,1.8508262E7
LEFT_ARM,1624931755991949687,1.8475722E7
LEFT_ARM,1624931756025282656,1.8450118E7
LEFT_ARM,1624931756058615625,1.8422476E7
LEFT_ARM,1624931756091948594,1.839583E7
LEFT_ARM,1624931756125281562,1.8375618E7
LEFT_ARM,1624931756158614531,1.835732E7
LEFT_ARM,1624931756191947500,1.8338998E7
LEFT_ARM,1624931756225280469,1.8314862E7
LEFT_ARM,1624931756258613437,1.8299442E7
LEFT_ARM,1624931756291946406,1.8282104E7
LEFT_ARM,1624931756325279375,1.8266662E7
LEFT_ARM,1624931756358612344,1.8247918E7
LEFT_ARM,1624931756391945312,1.8233622E7
LEFT_ARM,1624931756425278281,1.8223186E7
LEFT_ARM,1624931756458611250,1.8212122E7
LEFT_ARM,1624931756491944219,1.8203464E7
LEFT_ARM,1624931756525277187,1.8197326E7
LEFT_ARM,1624931756558610156,1.8191706E7
LEFT_ARM,1624931756591943125,1.8186904E7
LEFT_ARM,1624931756625276094,1.8185696E7
LEFT_ARM,1624931756658609062,1.8180262E7
LEFT_ARM,1624931756691942031,1.8172936E7
LEFT_ARM,1624931756725275000,1.8174624E7
LEFT_ARM,1624931756758607969,1.8182464E7
LEFT_ARM,1624931756791940937,1.8180066E7
LEFT_ARM,1624931756825273906,1.8186776E7
LEFT_ARM,1624931756858606875,1.8189754E7
LEFT_ARM,1624931756891939844,1.8184866E7
LEFT_ARM,1624931756925272812,1.8167416E7
LEFT_ARM,1624931756958605781,1.8147822E7
LEFT_ARM,1624931756991938750,1.8127536E7
LEFT_ARM,1624931757025271719,1.8104992E7
LEFT_ARM,1624931757058604687,1.8090632E7
LEFT_ARM,1624931757091937656,1.807546E7
LEFT_ARM,1624931757125270625,1.8062296E7
LEFT_ARM,1624931757158603594,1.8059354E7
LEFT_ARM,1624931757191936562,1.8050752E7
LEFT_ARM,1624931757225269531,1.8042912E7
LEFT_ARM,1624931757258602500,1.8034528E7
