"time","ppg_reading","reading_id","laterality"
"1","15.33316563","30894.5","LEFT_ARM"
"1","15.36649859","32794.5","LEFT_ARM"
"1","15.39983156","34663.0","LEFT_ARM"
"1","15.43316453","36914.5","LEFT_ARM"
"1","15.4664975","40620.0","LEFT_ARM"
"1","15.49983047","37234.0","LEFT_ARM"
"1","15.53316344","35052.0","LEFT_ARM"
"1","15.56649641","29080.0","LEFT_ARM"
"1","15.59982938","39322.5","LEFT_ARM"
"1","15.63316234","34932.0","LEFT_ARM"
"1","15.66649531","30638.0","LEFT_ARM"
"1","15.69982828","26065.5","LEFT_ARM"
"1","15.73316125","23636.0","LEFT_ARM"
"1","15.76649422","21628.5","LEFT_ARM"
"1","15.79982719","20788.0","LEFT_ARM"
"1","15.83316016","20298.0","LEFT_ARM"
"1","15.86649313","17381.5","LEFT_ARM"
"1","15.89982609","17100.0","LEFT_ARM"
"1","15.93315906","494.0","LEFT_ARM"
"1","15.96649203","841.0","LEFT_ARM"
"1","15.999825","1008.0","LEFT_ARM"
"1","16.03315797","5.0","LEFT_ARM"
"1","16.06649094","104.0","LEFT_ARM"
"1","16.09982391","1140.5","LEFT_ARM"
"1","16.13315688","1100.0","LEFT_ARM"
"1","16.16648984","3040.0","LEFT_ARM"
"1","16.19982281","4096.0","LEFT_ARM"
"1","16.23315578","4622.0","LEFT_ARM"
"1","16.26648875","19566.5","LEFT_ARM"
"1","16.29982172","21370.5","LEFT_ARM"
"1","16.33315469","23786.0","LEFT_ARM"
"1","16.36648766","24014.5","LEFT_ARM"
"1","16.39982063","25814.5","LEFT_ARM"
"1","16.43315359","27513.5","LEFT_ARM"
"1","16.46648656","29830.5","LEFT_ARM"
"1","16.49981953","30138.5","LEFT_ARM"
"1","16.5331525","29153.5","LEFT_ARM"
"1","16.56648547","21631.5","LEFT_ARM"
"1","16.59981844","31415.0","LEFT_ARM"
"1","16.63315141","26203.5","LEFT_ARM"
"1","16.66648438","24033.0","LEFT_ARM"
"1","16.69981734","17973.5","LEFT_ARM"
"1","16.73315031","16980.0","LEFT_ARM"
"1","16.76648328","14948.0","LEFT_ARM"
"1","16.79981625","13749.0","LEFT_ARM"
"1","16.83314922","13960.0","LEFT_ARM"
"1","16.86648219","12357.0","LEFT_ARM"
"1","16.89981516","11750.0","LEFT_ARM"
"1","16.93314813","-4036.0","LEFT_ARM"
"1","16.96648109","-4627.5","LEFT_ARM"
"1","16.99981406","-4682.0","LEFT_ARM"
"1","17.03314703","-1948.0","LEFT_ARM"
"1","17.06648","-970.0","LEFT_ARM"
"1","17.09981297","264.5","LEFT_ARM"
"1","17.13314594","2195.5","LEFT_ARM"
"1","17.16647891","3795.5","LEFT_ARM"
"1","17.19981188","4685.5","LEFT_ARM"
"1","17.23314484","7533.5","LEFT_ARM"
"1","17.26647781","18331.0","LEFT_ARM"
"1","17.29981078","19566.0","LEFT_ARM"
"1","17.33314375","21102.0","LEFT_ARM"
"1","17.36647672","23133.0","LEFT_ARM"
"1","17.39980969","24440.0","LEFT_ARM"
"1","17.43314266","25620.5","LEFT_ARM"
"1","17.46647563","26858.0","LEFT_ARM"
"1","17.49980859","28616.5","LEFT_ARM"
"1","17.53314156","26844.5","LEFT_ARM"
"1","17.56647453","22367.0","LEFT_ARM"
"1","17.5998075","35736.0","LEFT_ARM"
"1","17.63314047","28998.0","LEFT_ARM"
"1","17.66647344","25450.5","LEFT_ARM"
"1","17.69980641","18792.5","LEFT_ARM"
"1","17.73313938","16804.0","LEFT_ARM"
"1","17.76647234","16149.0","LEFT_ARM"
"1","17.79980531","14100.5","LEFT_ARM"
"1","17.83313828","13230.5","LEFT_ARM"
"1","17.86647125","12049.0","LEFT_ARM"
"1","17.89980422","10118.5","LEFT_ARM"
"1","17.93313719","-154.0","LEFT_ARM"
"1","17.96647016","2761.5","LEFT_ARM"
"1","17.99980313","3318.5","LEFT_ARM"
"1","18.03313609","3318.5","LEFT_ARM"
"1","18.06646906","3704.0","LEFT_ARM"
"1","18.09980203","4940.5","LEFT_ARM"
"1","18.133135","6395.5","LEFT_ARM"
"1","18.16646797","7368.5","LEFT_ARM"
"1","18.19980094","9744.0","LEFT_ARM"
"1","18.23313391","10284.0","LEFT_ARM"
"1","18.26646688","22527.0","LEFT_ARM"
"1","18.29979984","23119.0","LEFT_ARM"
"1","18.33313281","25800.5","LEFT_ARM"
"1","18.36646578","28031.0","LEFT_ARM"
"1","18.39979875","29492.0","LEFT_ARM"
"1","18.43313172","31023.0","LEFT_ARM"
"1","18.46646469","33920.0","LEFT_ARM"
"1","18.49979766","35067.0","LEFT_ARM"
"1","18.53313063","34756.5","LEFT_ARM"
"1","18.56646359","32211.0","LEFT_ARM"
"1","18.59979656","46380.0","LEFT_ARM"
"1","18.63312953","38287.0","LEFT_ARM"
"1","18.6664625","35622.0","LEFT_ARM"
"1","18.69979547","29601.0","LEFT_ARM"
"1","18.73312844","24969.0","LEFT_ARM"
"1","18.76646141","23699.0","LEFT_ARM"
"1","18.79979438","21072.0","LEFT_ARM"
"1","18.83312734","19074.5","LEFT_ARM"
"1","18.86646031","18970.0","LEFT_ARM"
"1","18.89979328","18166.5","LEFT_ARM"
"1","18.93312625","13434.0","LEFT_ARM"
"1","18.96645922","12724.5","LEFT_ARM"
"1","18.99979219","15182.0","LEFT_ARM"
"1","19.03312516","14616.5","LEFT_ARM"
"1","19.06645813","14056.5","LEFT_ARM"
"1","19.09979109","15914.0","LEFT_ARM"
"1","19.13312406","15551.0","LEFT_ARM"
